Model_id,Model Name,URL,split
114494,[Clothing] Sleeves Past Wrists / Sleeves Past Fingers / Moesode (萌え袖),https://civitai.com/api/download/models/123776,train
58511,Kazami Mizuho 風見みずほ / Onegai Teacher,https://civitai.com/api/download/models/62954,eval
75692,ShanShuiHua山水画,https://civitai.com/api/download/models/162957,train
104900,Kugisaki Nobara (Jujutsu Kaisen) | Goofy Ai,https://civitai.com/api/download/models/112495,train
51522,March 7th (Honkai Star Rail)/三月七,https://civitai.com/api/download/models/55994,eval
24171,Hakuren | Isekai Nonbiri Nouka,https://civitai.com/api/download/models/192864,eval
18494,Lola Bunny (Looney Toons/Space Jam) Character Lora,https://civitai.com/api/download/models/317931,train
135491,Kushida Kikyou 櫛田桔梗 / Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,https://civitai.com/api/download/models/149347,train
48903,TailRed | Character Lora 379,https://civitai.com/api/download/models/53481,train
216228,Zerk: Lying Pose,https://civitai.com/api/download/models/243682,train
54871,Kisaki | キサキ (Blue Archive),https://civitai.com/api/download/models/59256,train
237390,Cecilia Alcott セシリア・オルコット / Infinite Stratos,https://civitai.com/api/download/models/267647,train
62036,Serana (Vanilla Skyrim),https://civitai.com/api/download/models/66555,train
52995,Arknights-Schwarz-skyline,https://civitai.com/api/download/models/57383,train
63908,JP big cosplayer girl in red uniform,https://civitai.com/api/download/models/68501,eval
49975,Mercedes von Martritz (Fire Emblem: Three Houses) LoRA | 4 Outfits,https://civitai.com/api/download/models/108286,train
28465,Kirigaya Suguha LoRA by Zodiac,https://civitai.com/api/download/models/34145,train
235178,Nishikigi Chisato 錦木千束 / Lycoris Recoil,https://civitai.com/api/download/models/265202,eval
117677,[Nightmare Series] by Junji Ito - LoRA Style,https://civitai.com/api/download/models/127567,train
71672,Mem-Cho  | Oshi no Ko | (LoRA),https://civitai.com/api/download/models/76392,train
94458,言叶之庭/The Garden of Words/新海诚/Makoto Shinkai/言の葉の庭です Lora,https://civitai.com/api/download/models/100760,train
10783,Cattleya - Queen's Blade,https://civitai.com/api/download/models/126413,train
215231,Anthology | Dragon Ball Style (updatable build) | SD1.5,https://civitai.com/api/download/models/365887,train
127555,粿条cartoon grass scene model 3D电商卡通草地场景,https://civitai.com/api/download/models/139576,train
10090,Uzumaki Kushina - Naruto,https://civitai.com/api/download/models/1668096,eval
9180,"Tashkent (Azur Lane) ""The Bound Cruiser"" 塔什干-受缚的巡洋舰",https://civitai.com/api/download/models/10874,train
110331,Beatrix Amerhauser (ベアトリクス・アメルハウザー) - Zom 100: Bucket List of the Dead (ゾン100～ゾンビになるまでにしたい100のこと～),https://civitai.com/api/download/models/277321,eval
117133,Lolita BJD,https://civitai.com/api/download/models/126896,train
102066,Hinata Hyuuga (日向ヒナタ) - Naruto (ナルト) - COMMISSION,https://civitai.com/api/download/models/239517,train
115652,Hayasaka Ai | Kaguya-sama wa Kokurasetai,https://civitai.com/api/download/models/125146,eval
127614,Child illustrationa,https://civitai.com/api/download/models/139639,train
119450,Mia Cha (Secret Class),https://civitai.com/api/download/models/129775,train
39291,XSarchitectural_32ModernChinesestyle,https://civitai.com/api/download/models/45212,train
97114,Kiryu Coco 桐生ココ / Hololive,https://civitai.com/api/download/models/103782,eval
227635,Ashley Graham/アシュリー・グラハム (Resident Evil 4) LoRA,https://civitai.com/api/download/models/256806,train
89657,Iroha (Samurai Shodown) LoRA,https://civitai.com/api/download/models/95443,train
22870,冰箱贴 | Refrigerator sticker style,https://civitai.com/api/download/models/27307,eval
155788,Frieren (フリーレン) - Frieren: Beyond Journey's End (葬送のフリーレン),https://civitai.com/api/download/models/206329,eval
23837,Bulma Brief (Multiple older versions) - Dragon Ball Z and Super,https://civitai.com/api/download/models/118983,train
27931,Palutena Kid Icarus | Character LoRA,https://civitai.com/api/download/models/177072,train
52552,Karen (Pokemon) LoRA,https://civitai.com/api/download/models/56958,train
88569,Nihilister (NIKKE) LoRA,https://civitai.com/api/download/models/94244,train
98242,Alice Zuberg (アリス・ツーベルク) - Sword Art Online (ソードアート・オンライン),https://civitai.com/api/download/models/180916,eval
153710,Jasmine,https://civitai.com/api/download/models/172165,train
217326,Floral Dress Collection By Stable Yogi,https://civitai.com/api/download/models/274035,eval
98313,Itsuki Nakano (中野 五月) - The Quintessential Quintuplets (Gotoubun no Hanayome) (五等分の花嫁),https://civitai.com/api/download/models/377089,train
175503,LoRA / Concept | Latex Bodysuit (+Rope Bondage),https://civitai.com/api/download/models/197057,train
63627,Tendou Alice (天童アリス) Blue Archive | Character Lora 1616,https://civitai.com/api/download/models/68190,train
49983,Alice von Ataraxia | Solo Max-Level Newbie (Manhwa),https://civitai.com/api/download/models/220061,train
157521,"Buruma, Bloomers(Old Japanese Gym Uniform)",https://civitai.com/api/download/models/176926,train
54432,Rinoa Heartilly (Final Fantasy VIII) LoRA,https://civitai.com/api/download/models/58796,eval
153337,Children's picture book 童话镇,https://civitai.com/api/download/models/171704,train
36853,Layla Genshin Impact | Character Lora 418,https://civitai.com/api/download/models/42884,train
99402,Ram (ラム) - Re:Zero (Re：ゼロから始める異世界生活),https://civitai.com/api/download/models/181295,train
181699,Iino Miko 伊井野ミコ / Kaguya-sama wa Kokurasetai,https://civitai.com/api/download/models/203909,eval
93826,EnviromentArt,https://civitai.com/api/download/models/120191,train
70063,Norman Rockwell style 诺曼·洛克威尔,https://civitai.com/api/download/models/74723,train
101510,Ciri | The Witcher 3 : Wild Hunt,https://civitai.com/api/download/models/271350,train
117735,Mikan Yuuki (結城 美柑) - To Love Ru (とらぶる),https://civitai.com/api/download/models/222572,train
130637,Corset Gothique - by EDG,https://civitai.com/api/download/models/143330,train
63510,【Concept】Just Another Skeleton 骸,https://civitai.com/api/download/models/68072,train
38373,"lihuacat,Chinese Li Hua,Dragen-Li,中国狸花猫，貍花貓，nekolihua",https://civitai.com/api/download/models/44318,train
64323,"Backrooms - Level 2: "" Pipe Dreams """,https://civitai.com/api/download/models/68920,eval
208175,Inoue Orihime/井上 織姫 (Bleach) LoRA | 6 Outfits,https://civitai.com/api/download/models/234437,eval
